question,context
인슐린 치료의 목적은 무엇인가요?,"당뇨병성 케톤산증의 치료: 당뇨병성 케톤산증을 치료하기 위해서는 수액 보충, 인슐린과 전해질 공급을 통한 대사 장애의 교정, 유발 인자 치료가 가장 중요합니다.
① 수액 치료
수액을 투여하면,
첫째, 혈당의 배설이 증가하고,
둘째, 인슐린의 길항 작용을 하는 스트레스 호르몬의 분비가 감소합니다.
대개 3~5리터 정도의 수액을 투여하지만, 상황에 따라 필요량이 다를 수 있습니다. 다량의 수액이 너무 빨리 공급될 경우 뇌부종과 같은 치명적인 합병증이 생길 수 있으므로, 환자의 동반 질환(심장이나 신장 기능 이상 등)을 고려해야 합니다. 또한 혈압, 맥박, 소변량, 체중 변화, 중심 정맥압 등을 잘 관찰하면서 수액 치료를 시행합니다.
② 인슐린(insulin)
인슐린을 투여하면,
첫째, 혈당을 올리는 호르몬인 글루카곤 분비를 줄이고,
둘째, 지방 분해를 억제하며,
셋째, 혈당이 세포에서 이용될 수 있도록 하여 혈당을 떨어뜨리고 다른 대사 이상을 호전시킵니다(지방 분해를 억제하여 케톤체 생성을 억제).
초기에는 속효성 인슐린을 정맥으로 투여하며, 당뇨병성 케톤산증이 호전될 때까지는 혈당을 150~200mg/dl의 범위에서 유지합니다. 이후에 환자의 상태가 안정되고 식사가 가능해지면 피하 인슐린 치료를 시행합니다. 점차 당뇨병성 케톤산증이 발생하기 이전에 시행하던 치료로 옮겨갈 수 있습니다.
③ 기저 질환 치료
당뇨병성 케톤산증을 일으킨 원인 질환(감염증, 심근 경색, 뇌졸중 등)에 대한 치료를 반드시 병행해야 합니다."
당뇨병성 케톤산증의 경과는 어떻게 진행되나요?,"당뇨병성 케톤산증의 경과: 당뇨병성 케톤산증은 대개 인슐린 공급과 수액 보충으로 고혈당과 대사성 산증을 치료하고, 감염증과 같은 당뇨병성 케톤산증 유발 원인을 적절히 치료하면 회복할 수 있습니다. 이 질환은 제때에 적절히 치료하면 사망률이 1% 미만으로 낮지만, 연령이나 유발 원인에 따라 사망률이 5% 이상으로 증가하기도 합니다. "
임신성 당뇨병은 여성질환으로 분류되는 이유는 무엇인가요?,임신성 당뇨병의 카테고리: 여성질환
임신성 당뇨병의 증상은 무엇인가요?,임신성 당뇨병의 카테고리: 여성질환
임신성 당뇨병을 예방하기 위해 할 수 있는 방법은 무엇인가요?,임신성 당뇨병의 카테고리: 여성질환
What is the English name for gestational diabetes?,임신성 당뇨병의 질환 영문명: Gestational diabetes
임신성 당뇨병의 증상은 어떤 것들이 있나요?,"임신성 당뇨병의 증상: 기운없음,  무증상,  고혈당,  피부 긴장도 저하"
임신성 당뇨병과 관련된 질환은 무엇인가요?,"임신성 당뇨병의 관련 질환: 저혈당증,  조산,  임신성 고혈압,  자간증,  자간전증,  난산,  선천성 기형,  신생아 호흡곤란증후군"
임신성 당뇨병을 진료하는 내분비내과와 산부인과의 역할이 어떻게 다른가요?,"임신성 당뇨병의 진료과: 내분비내과, 산부인과"
임신성 당뇨병이 의심되는 경우 내분비내과를 방문하기 전에 어떠한 증상을 주의 깊게 살펴봐야 하나요?,"임신성 당뇨병의 진료과: 내분비내과, 산부인과"
임신성 당뇨병이란 무엇인가요?,"임신성 당뇨병의 동의어: Gestational diabetes mellitus,임신성당뇨"
임신성 당뇨병은 어떤 증상을 보이나요?,"임신성 당뇨병의 동의어: Gestational diabetes mellitus,임신성당뇨"
임신성 당뇨병의 치료 방법에는 무엇이 있나요?,"임신성 당뇨병의 동의어: Gestational diabetes mellitus,임신성당뇨"
임신성 당뇨병이란 무엇인가요?,"임신성 당뇨병의 정의: 임신성 당뇨병은 임신 이전에 이미 당뇨병이 있던 경우와 달리, 임신에 의해 유발되는 질환입니다. 임신 중에 당대사의 생리학적인 변화가 과장되어 나타난 결과입니다. 임신 중 처음으로 인지했거나 발생한 당대사 장애로 정의할 수 있습니다. 임신성 당뇨병은 크게 임신 전 당뇨와 임신성 당뇨로 분류할 수 있습니다. 
임신 전 기간 동안 임산부의 대사 이상으로 인해 태아 손상이 생길 수 있습니다. 임신 초기에는 태아 손상 및 자연 유산이 발생할 수 있고, 임신 중기와 말기에는 거대아, 고인슐린증, 사산 등이 발생할 수 있습니다. 임신성 당뇨병에서 가장 중요한 관심은 태아가 과도하게 커져 이로 인해 분만 손상이 생길 수 있다는 점입니다. 
임신성 당뇨병 환자의 50% 이상은 20년 이내 현성 당뇨병이 발병합니다. 장기적으로는 자녀에게 비만과 당뇨병이 생길 수 있습니다. 그러나 임신성 당뇨병은 정확히 진단하여 적절히 치료하기만 하면 선천성 기형과 태아 사망률의 측면에서는 일반 임산부와 별 차이가 없습니다.
"
임신성 당뇨병이 발생하게 되는 원인은 무엇인가요?,"임신성 당뇨병의 정의: 임신성 당뇨병은 임신 이전에 이미 당뇨병이 있던 경우와 달리, 임신에 의해 유발되는 질환입니다. 임신 중에 당대사의 생리학적인 변화가 과장되어 나타난 결과입니다. 임신 중 처음으로 인지했거나 발생한 당대사 장애로 정의할 수 있습니다. 임신성 당뇨병은 크게 임신 전 당뇨와 임신성 당뇨로 분류할 수 있습니다. 
임신 전 기간 동안 임산부의 대사 이상으로 인해 태아 손상이 생길 수 있습니다. 임신 초기에는 태아 손상 및 자연 유산이 발생할 수 있고, 임신 중기와 말기에는 거대아, 고인슐린증, 사산 등이 발생할 수 있습니다. 임신성 당뇨병에서 가장 중요한 관심은 태아가 과도하게 커져 이로 인해 분만 손상이 생길 수 있다는 점입니다. 
임신성 당뇨병 환자의 50% 이상은 20년 이내 현성 당뇨병이 발병합니다. 장기적으로는 자녀에게 비만과 당뇨병이 생길 수 있습니다. 그러나 임신성 당뇨병은 정확히 진단하여 적절히 치료하기만 하면 선천성 기형과 태아 사망률의 측면에서는 일반 임산부와 별 차이가 없습니다.
"
임신성 당뇨병의 원인은 정확히 알려지지 않았나요?,"임신성 당뇨병의 원인: 임신성 당뇨병의 원인은 정확히 알려지지 않았습니다. 다만 임신성 당뇨병은 태반락토젠, 난포호르몬, 황체호르몬 등의 태반 호르몬이 인슐린의 분비를 억제하는 작용과, 태반 인슐린 분해 효소의 작용이 관련된 것으로 추정됩니다.
태아에서 분비되는 호르몬에 의해 인슐린 저항성(insulin resistance), 즉 혈당을 낮추는 인슐린의 기능이 떨어져 세포가 포도당을 효과적으로 연소하지 못하면, 정상 임산부는 인슐린 저항성을 극복하기 위해 췌장에서 인슐린 분비가 증가합니다. 그러나 임신성 당뇨병이 있는 임산부는 인슐린 저항성을 극복할 만큼 인슐린이 충분히 분비되지 못합니다. 그래서 인슐린 저항성과 분비 장애는 모두 임신성 당뇨병의 중요한 원인이 됩니다. 췌장 베타 세포를 항원으로 인식하는 자가 항체가 발견되기도 합니다."
임신성 당뇨병이 있는 임산부의 췌장에서 인슐린 분비가 억제되는 이유는 무엇인가요?,"임신성 당뇨병의 원인: 임신성 당뇨병의 원인은 정확히 알려지지 않았습니다. 다만 임신성 당뇨병은 태반락토젠, 난포호르몬, 황체호르몬 등의 태반 호르몬이 인슐린의 분비를 억제하는 작용과, 태반 인슐린 분해 효소의 작용이 관련된 것으로 추정됩니다.
태아에서 분비되는 호르몬에 의해 인슐린 저항성(insulin resistance), 즉 혈당을 낮추는 인슐린의 기능이 떨어져 세포가 포도당을 효과적으로 연소하지 못하면, 정상 임산부는 인슐린 저항성을 극복하기 위해 췌장에서 인슐린 분비가 증가합니다. 그러나 임신성 당뇨병이 있는 임산부는 인슐린 저항성을 극복할 만큼 인슐린이 충분히 분비되지 못합니다. 그래서 인슐린 저항성과 분비 장애는 모두 임신성 당뇨병의 중요한 원인이 됩니다. 췌장 베타 세포를 항원으로 인식하는 자가 항체가 발견되기도 합니다."
임신성 당뇨병의 구체적인 증상은 무엇인가요?,"임신성 당뇨병의 구체적 증상: 대부분은 특징적인 증상이 나타나지 않습니다. 종종 피로감, 쇠약감 등의 증상을 나타내고, 임신성 고혈압을 동반하기도 합니다."
임신성 당뇨병은 어떻게 진단되나요?,임신성 당뇨병의 진단: 임신성 당뇨병은 경구 당부하 검사로 진단합니다. 임신성 당뇨병일 가능성이 큰 임산부는 최초로 산전 관리를 받으러 갔을 때 경구 당부하 검사를 시행합니다. 그렇지 않은 임산부는 임신 24~28주 정도에 선별 검사로 50g 경구 당부하 검사를 시행합니다. 이때 당뇨병이 의심되면 100g 경구 당부하 검사를 시행하여 임신성 당뇨병인지를 확정적으로 진단할 수 있습니다.
임신성 당뇨병 진단을 받기 위해 언제 검사를 받아야 하나요?,임신성 당뇨병의 진단: 임신성 당뇨병은 경구 당부하 검사로 진단합니다. 임신성 당뇨병일 가능성이 큰 임산부는 최초로 산전 관리를 받으러 갔을 때 경구 당부하 검사를 시행합니다. 그렇지 않은 임산부는 임신 24~28주 정도에 선별 검사로 50g 경구 당부하 검사를 시행합니다. 이때 당뇨병이 의심되면 100g 경구 당부하 검사를 시행하여 임신성 당뇨병인지를 확정적으로 진단할 수 있습니다.
임신성 당뇨병을 치료하는 주된 방법은 무엇인가요?,"임신성 당뇨병의 치료: 혈당을 조절하기 위해 식이 요법, 운동 요법, 인슐린 요법 등을 시행합니다. 전문가와 상의하여 방법 및 정도를 결정하는 것이 바람직합니다. 또한 태아의 상태를 정확히 감시하고 성숙도를 평가해야 합니다. 분만 후에는 신생아를 집중적으로 관리해야 합니다.
목표 혈당은 공복에서 95mg/dL 미만, 식후 1시간 후 140mg/dL 미만, 식후 2시간 후 120mg/dL 미만입니다. 식이 요법 및 운동 요법을 적절하게 시행한 후에도 혈당이 잘 조절되지 않으면 인슐린을 사용합니다. 보통 임신 중에는 경구 혈당 강하제를 추천하지 않습니다."
임신성 당뇨병의 치료 중 혈당을 어떻게 조절해야 하나요?,"임신성 당뇨병의 치료: 혈당을 조절하기 위해 식이 요법, 운동 요법, 인슐린 요법 등을 시행합니다. 전문가와 상의하여 방법 및 정도를 결정하는 것이 바람직합니다. 또한 태아의 상태를 정확히 감시하고 성숙도를 평가해야 합니다. 분만 후에는 신생아를 집중적으로 관리해야 합니다.
목표 혈당은 공복에서 95mg/dL 미만, 식후 1시간 후 140mg/dL 미만, 식후 2시간 후 120mg/dL 미만입니다. 식이 요법 및 운동 요법을 적절하게 시행한 후에도 혈당이 잘 조절되지 않으면 인슐린을 사용합니다. 보통 임신 중에는 경구 혈당 강하제를 추천하지 않습니다."
임신성 당뇨병 치료 중 혈당 조절이 잘 되지 않을 때 어떤 조치를 취해야 하나요?,"임신성 당뇨병의 치료: 혈당을 조절하기 위해 식이 요법, 운동 요법, 인슐린 요법 등을 시행합니다. 전문가와 상의하여 방법 및 정도를 결정하는 것이 바람직합니다. 또한 태아의 상태를 정확히 감시하고 성숙도를 평가해야 합니다. 분만 후에는 신생아를 집중적으로 관리해야 합니다.
목표 혈당은 공복에서 95mg/dL 미만, 식후 1시간 후 140mg/dL 미만, 식후 2시간 후 120mg/dL 미만입니다. 식이 요법 및 운동 요법을 적절하게 시행한 후에도 혈당이 잘 조절되지 않으면 인슐린을 사용합니다. 보통 임신 중에는 경구 혈당 강하제를 추천하지 않습니다."
임신성 당뇨병 치료 중에는 경구 혈당 강하제를 사용하지 않는 이유가 무엇인가요?,"임신성 당뇨병의 치료: 혈당을 조절하기 위해 식이 요법, 운동 요법, 인슐린 요법 등을 시행합니다. 전문가와 상의하여 방법 및 정도를 결정하는 것이 바람직합니다. 또한 태아의 상태를 정확히 감시하고 성숙도를 평가해야 합니다. 분만 후에는 신생아를 집중적으로 관리해야 합니다.
목표 혈당은 공복에서 95mg/dL 미만, 식후 1시간 후 140mg/dL 미만, 식후 2시간 후 120mg/dL 미만입니다. 식이 요법 및 운동 요법을 적절하게 시행한 후에도 혈당이 잘 조절되지 않으면 인슐린을 사용합니다. 보통 임신 중에는 경구 혈당 강하제를 추천하지 않습니다."
임신성 당뇨병이 임신 중에 어떻게 태아에게 영향을 줄 수 있나요?,"임신성 당뇨병의 경과: 혈당이 잘 조절되지 않을 경우, 분만 예정일 4~8주 전에 원인불명의 태아 사망의 빈도가 증가한다고 보고되었습니다. 고혈압과 거대아로 인해 제왕절개술의 빈도가 증가할 수 있습니다. 이 밖에도 태아에게 저혈당증, 저칼슘혈증, 고빌리루빈혈증, 적혈구과다증, 신생아 호흡곤란증 등이 유발될 수 있습니다. 따라서 임신성 당뇨병을 조절하는 것은 매우 중요합니다."
